State,Facility ID,Unit ID,Date,Hour,Operating Time,Gross Load (MW),Primary Fuel Type
NY,10725,CTG101,2024-07-15,23,0,,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,0,1,114,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,1,1,114,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,2,1,114,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,3,1,114,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,4,1,114,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,5,1,114,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,6,1,113,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,7,1,113,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,8,1,111,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,9,1,111,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,10,1,101,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,11,1,95,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,12,1,95,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,13,1,95,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,14,1,95,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,15,1,108,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,16,1,114,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,17,1,121,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,18,1,125,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,19,1,117,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,20,1,111,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,21,1,113,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,22,1,113,Pipeline Natural Gas
NY,10725,CTG201,2024-07-15,23,1,113,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,0,1,99,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,1,1,99,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,2,1,99,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,3,1,99,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,4,1,99,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,5,1,99,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,6,1,99,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,7,1,100,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,8,1,101,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,9,1,101,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,10,1,94,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,11,1,93,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,12,1,93,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,13,1,92,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,14,1,92,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,15,1,101,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,16,1,109,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,17,1,117,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,18,1,123,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,19,1,115,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,20,1,101,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,21,1,98,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,22,1,104,Pipeline Natural Gas
NY,10725,CTG301,2024-07-15,23,1,105,Pipeline Natural Gas
MA,10726,1,2024-07-15,0,0,,Pipeline Natural Gas
MA,10726,1,2024-07-15,1,0,,Pipeline Natural Gas
MA,10726,1,2024-07-15,2,0,,Pipeline Natural Gas
MA,10726,1,2024-07-15,3,0,,Pipeline Natural Gas
MA,10726,1,2024-07-15,4,0,,Pipeline Natural Gas
MA,10726,1,2024-07-15,5,0.75,22,Pipeline Natural Gas
MA,10726,1,2024-07-15,6,1,63,Pipeline Natural Gas
MA,10726,1,2024-07-15,7,1,64,Pipeline Natural Gas
MA,10726,1,2024-07-15,8,1,65,Pipeline Natural Gas
MA,10726,1,2024-07-15,9,1,76,Pipeline Natural Gas
MA,10726,1,2024-07-15,10,1,84,Pipeline Natural Gas
MA,10726,1,2024-07-15,11,1,66,Pipeline Natural Gas
MA,10726,1,2024-07-15,12,1,77,Pipeline Natural Gas
MA,10726,1,2024-07-15,13,1,79,Pipeline Natural Gas
MA,10726,1,2024-07-15,14,1,83,Pipeline Natural Gas
MA,10726,1,2024-07-15,15,1,69,Pipeline Natural Gas
MA,10726,1,2024-07-15,16,1,77,Pipeline Natural Gas
MA,10726,1,2024-07-15,17,1,84,Pipeline Natural Gas
MA,10726,1,2024-07-15,18,1,77,Pipeline Natural Gas
MA,10726,1,2024-07-15,19,1,79,Pipeline Natural Gas
MA,10726,1,2024-07-15,20,1,70,Pipeline Natural Gas
MA,10726,1,2024-07-15,21,1,77,Pipeline Natural Gas
MA,10726,1,2024-07-15,22,1,86,Pipeline Natural Gas
MA,10726,1,2024-07-15,23,1,86,Pipeline Natural Gas
MA,10726,2,2024-07-15,0,0,,Pipeline Natural Gas
MA,10726,2,2024-07-15,1,0,,Pipeline Natural Gas
MA,10726,2,2024-07-15,2,0,,Pipeline Natural Gas
MA,10726,2,2024-07-15,3,0.5,12,Pipeline Natural Gas
MA,10726,2,2024-07-15,4,1,44,Pipeline Natural Gas
MA,10726,2,2024-07-15,5,1,60,Pipeline Natural Gas
MA,10726,2,2024-07-15,6,1,64,Pipeline Natural Gas
MA,10726,2,2024-07-15,7,1,64,Pipeline Natural Gas
MA,10726,2,2024-07-15,8,1,65,Pipeline Natural Gas
MA,10726,2,2024-07-15,9,1,76,Pipeline Natural Gas
MA,10726,2,2024-07-15,10,1,84,Pipeline Natural Gas
MA,10726,2,2024-07-15,11,1,66,Pipeline Natural Gas
MA,10726,2,2024-07-15,12,1,77,Pipeline Natural Gas
MA,10726,2,2024-07-15,13,1,79,Pipeline Natural Gas
MA,10726,2,2024-07-15,14,1,83,Pipeline Natural Gas
MA,10726,2,2024-07-15,15,1,69,Pipeline Natural Gas
MA,10726,2,2024-07-15,16,1,77,Pipeline Natural Gas
MA,10726,2,2024-07-15,17,1,85,Pipeline Natural Gas
MA,10726,2,2024-07-15,18,1,77,Pipeline Natural Gas
MA,10726,2,2024-07-15,19,1,79,Pipeline Natural Gas
MA,10726,2,2024-07-15,20,1,70,Pipeline Natural Gas
MA,10726,2,2024-07-15,21,1,77,Pipeline Natural Gas
MA,10726,2,2024-07-15,22,1,86,Pipeline Natural Gas
MA,10726,2,2024-07-15,23,1,86,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,0,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,1,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,2,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,3,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,4,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,5,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,6,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,7,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,8,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,9,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,10,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,11,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,12,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,13,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,14,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,15,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,16,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,17,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,18,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,19,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,20,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,21,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,22,0,,Pipeline Natural Gas
WV,10743,CFB1,2024-07-15,23,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,0,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,1,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,2,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,3,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,4,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,5,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,6,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,7,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,8,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,9,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,10,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,11,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,12,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,13,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,14,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,15,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,16,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,17,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,18,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,19,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,20,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,21,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,22,0,,Pipeline Natural Gas
WV,10743,CFB2,2024-07-15,23,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,0,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,1,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,2,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,3,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,4,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,5,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,6,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,7,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,8,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,9,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,10,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,11,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,12,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,13,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,14,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,15,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,16,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,17,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,18,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,19,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,20,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,21,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,22,0,,Pipeline Natural Gas
MI,10745,003,2024-07-15,23,0,,Pipeline Natural Gas
MI,10745,004,2024-07-15,0,1,90,Pipeline Natural Gas
MI,10745,004,2024-07-15,1,1,90,Pipeline Natural Gas
MI,10745,004,2024-07-15,2,1,89,Pipeline Natural Gas
MI,10745,004,2024-07-15,3,1,82,Pipeline Natural Gas
MI,10745,004,2024-07-15,4,1,89,Pipeline Natural Gas
MI,10745,004,2024-07-15,5,1,90,Pipeline Natural Gas
MI,10745,004,2024-07-15,6,1,90,Pipeline Natural Gas
MI,10745,004,2024-07-15,7,1,91,Pipeline Natural Gas
MI,10745,004,2024-07-15,8,1,91,Pipeline Natural Gas
MI,10745,004,2024-07-15,9,1,90,Pipeline Natural Gas
MI,10745,004,2024-07-15,10,1,90,Pipeline Natural Gas
MI,10745,004,2024-07-15,11,1,89,Pipeline Natural Gas
MI,10745,004,2024-07-15,12,1,89,Pipeline Natural Gas
MI,10745,004,2024-07-15,13,1,87,Pipeline Natural Gas
MI,10745,004,2024-07-15,14,1,88,Pipeline Natural Gas
MI,10745,004,2024-07-15,15,1,88,Pipeline Natural Gas
MI,10745,004,2024-07-15,16,1,88,Pipeline Natural Gas
MI,10745,004,2024-07-15,17,1,88,Pipeline Natural Gas
MI,10745,004,2024-07-15,18,1,88,Pipeline Natural Gas
MI,10745,004,2024-07-15,19,1,87,Pipeline Natural Gas
MI,10745,004,2024-07-15,20,1,86,Pipeline Natural Gas
MI,10745,004,2024-07-15,21,1,85,Pipeline Natural Gas
MI,10745,004,2024-07-15,22,1,88,Pipeline Natural Gas
MI,10745,004,2024-07-15,23,1,88,Pipeline Natural Gas
MI,10745,005,2024-07-15,0,1,91,Pipeline Natural Gas
MI,10745,005,2024-07-15,1,1,91,Pipeline Natural Gas
MI,10745,005,2024-07-15,2,1,90,Pipeline Natural Gas
MI,10745,005,2024-07-15,3,1,83,Pipeline Natural Gas
MI,10745,005,2024-07-15,4,1,90,Pipeline Natural Gas
MI,10745,005,2024-07-15,5,1,91,Pipeline Natural Gas
MI,10745,005,2024-07-15,6,1,91,Pipeline Natural Gas
MI,10745,005,2024-07-15,7,1,92,Pipeline Natural Gas
MI,10745,005,2024-07-15,8,1,92,Pipeline Natural Gas
MI,10745,005,2024-07-15,9,1,92,Pipeline Natural Gas
MI,10745,005,2024-07-15,10,1,91,Pipeline Natural Gas
MI,10745,005,2024-07-15,11,1,89,Pipeline Natural Gas
MI,10745,005,2024-07-15,12,1,90,Pipeline Natural Gas
MI,10745,005,2024-07-15,13,1,88,Pipeline Natural Gas
MI,10745,005,2024-07-15,14,1,89,Pipeline Natural Gas
MI,10745,005,2024-07-15,15,1,89,Pipeline Natural Gas
MI,10745,005,2024-07-15,16,1,89,Pipeline Natural Gas
MI,10745,005,2024-07-15,17,1,89,Pipeline Natural Gas
MI,10745,005,2024-07-15,18,1,88,Pipeline Natural Gas
MI,10745,005,2024-07-15,19,1,87,Pipeline Natural Gas
MI,10745,005,2024-07-15,20,1,86,Pipeline Natural Gas
MI,10745,005,2024-07-15,21,1,86,Pipeline Natural Gas
MI,10745,005,2024-07-15,22,1,89,Pipeline Natural Gas
MI,10745,005,2024-07-15,23,1,89,Pipeline Natural Gas
MI,10745,006,2024-07-15,0,1,95,Pipeline Natural Gas
MI,10745,006,2024-07-15,1,1,95,Pipeline Natural Gas
MI,10745,006,2024-07-15,2,1,92,Pipeline Natural Gas
MI,10745,006,2024-07-15,3,1,84,Pipeline Natural Gas
MI,10745,006,2024-07-15,4,1,93,Pipeline Natural Gas
MI,10745,006,2024-07-15,5,1,94,Pipeline Natural Gas
MI,10745,006,2024-07-15,6,1,95,Pipeline Natural Gas
MI,10745,006,2024-07-15,7,1,96,Pipeline Natural Gas
MI,10745,006,2024-07-15,8,1,96,Pipeline Natural Gas
MI,10745,006,2024-07-15,9,1,95,Pipeline Natural Gas
MI,10745,006,2024-07-15,10,1,95,Pipeline Natural Gas
MI,10745,006,2024-07-15,11,1,93,Pipeline Natural Gas
MI,10745,006,2024-07-15,12,1,94,Pipeline Natural Gas
MI,10745,006,2024-07-15,13,1,91,Pipeline Natural Gas
MI,10745,006,2024-07-15,14,1,94,Pipeline Natural Gas
MI,10745,006,2024-07-15,15,1,94,Pipeline Natural Gas
MI,10745,006,2024-07-15,16,1,94,Pipeline Natural Gas
MI,10745,006,2024-07-15,17,1,93,Pipeline Natural Gas
MI,10745,006,2024-07-15,18,1,93,Pipeline Natural Gas
MI,10745,006,2024-07-15,19,1,91,Pipeline Natural Gas
MI,10745,006,2024-07-15,20,1,89,Pipeline Natural Gas
MI,10745,006,2024-07-15,21,1,88,Pipeline Natural Gas
MI,10745,006,2024-07-15,22,1,94,Pipeline Natural Gas
MI,10745,006,2024-07-15,23,1,94,Pipeline Natural Gas
MI,10745,007,2024-07-15,0,1,98,Pipeline Natural Gas
MI,10745,007,2024-07-15,1,1,98,Pipeline Natural Gas
MI,10745,007,2024-07-15,2,1,93,Pipeline Natural Gas
MI,10745,007,2024-07-15,3,1,83,Pipeline Natural Gas
MI,10745,007,2024-07-15,4,1,96,Pipeline Natural Gas
MI,10745,007,2024-07-15,5,1,98,Pipeline Natural Gas
MI,10745,007,2024-07-15,6,1,98,Pipeline Natural Gas
MI,10745,007,2024-07-15,7,1,99,Pipeline Natural Gas
MI,10745,007,2024-07-15,8,1,99,Pipeline Natural Gas
MI,10745,007,2024-07-15,9,1,98,Pipeline Natural Gas
MI,10745,007,2024-07-15,10,1,98,Pipeline Natural Gas
MI,10745,007,2024-07-15,11,1,95,Pipeline Natural Gas
MI,10745,007,2024-07-15,12,1,97,Pipeline Natural Gas
MI,10745,007,2024-07-15,13,1,91,Pipeline Natural Gas
MI,10745,007,2024-07-15,14,0.99,96,Pipeline Natural Gas
MI,10745,007,2024-07-15,15,1,96,Pipeline Natural Gas
MI,10745,007,2024-07-15,16,1,96,Pipeline Natural Gas
MI,10745,007,2024-07-15,17,1,96,Pipeline Natural Gas
MI,10745,007,2024-07-15,18,1,96,Pipeline Natural Gas
MI,10745,007,2024-07-15,19,1,93,Pipeline Natural Gas
MI,10745,007,2024-07-15,20,1,90,Pipeline Natural Gas
MI,10745,007,2024-07-15,21,1,88,Pipeline Natural Gas
MI,10745,007,2024-07-15,22,1,96,Pipeline Natural Gas
MI,10745,007,2024-07-15,23,1,97,Pipeline Natural Gas
MI,10745,008,2024-07-15,0,1,99,Pipeline Natural Gas
MI,10745,008,2024-07-15,1,1,99,Pipeline Natural Gas
MI,10745,008,2024-07-15,2,1,94,Pipeline Natural Gas
MI,10745,008,2024-07-15,3,1,84,Pipeline Natural Gas
MI,10745,008,2024-07-15,4,1,96,Pipeline Natural Gas
MI,10745,008,2024-07-15,5,1,99,Pipeline Natural Gas
MI,10745,008,2024-07-15,6,1,99,Pipeline Natural Gas
MI,10745,008,2024-07-15,7,1,100,Pipeline Natural Gas
MI,10745,008,2024-07-15,8,1,100,Pipeline Natural Gas
MI,10745,008,2024-07-15,9,1,99,Pipeline Natural Gas
MI,10745,008,2024-07-15,10,1,98,Pipeline Natural Gas
MI,10745,008,2024-07-15,11,1,96,Pipeline Natural Gas
MI,10745,008,2024-07-15,12,1,98,Pipeline Natural Gas
MI,10745,008,2024-07-15,13,1,92,Pipeline Natural Gas
MI,10745,008,2024-07-15,14,0.99,97,Pipeline Natural Gas
MI,10745,008,2024-07-15,15,1,96,Pipeline Natural Gas
MI,10745,008,2024-07-15,16,1,97,Pipeline Natural Gas
MI,10745,008,2024-07-15,17,1,97,Pipeline Natural Gas
MI,10745,008,2024-07-15,18,1,97,Pipeline Natural Gas
MI,10745,008,2024-07-15,19,1,93,Pipeline Natural Gas
MI,10745,008,2024-07-15,20,1,90,Pipeline Natural Gas
MI,10745,008,2024-07-15,21,1,88,Pipeline Natural Gas
MI,10745,008,2024-07-15,22,1,97,Pipeline Natural Gas
MI,10745,008,2024-07-15,23,1,98,Pipeline Natural Gas
MI,10745,009,2024-07-15,0,1,96,Pipeline Natural Gas
MI,10745,009,2024-07-15,1,1,96,Pipeline Natural Gas
MI,10745,009,2024-07-15,2,1,93,Pipeline Natural Gas
MI,10745,009,2024-07-15,3,1,84,Pipeline Natural Gas
MI,10745,009,2024-07-15,4,1,93,Pipeline Natural Gas
MI,10745,009,2024-07-15,5,1,95,Pipeline Natural Gas
MI,10745,009,2024-07-15,6,1,95,Pipeline Natural Gas
MI,10745,009,2024-07-15,7,1,96,Pipeline Natural Gas
MI,10745,009,2024-07-15,8,1,96,Pipeline Natural Gas
MI,10745,009,2024-07-15,9,1,96,Pipeline Natural Gas
MI,10745,009,2024-07-15,10,1,96,Pipeline Natural Gas
MI,10745,009,2024-07-15,11,1,96,Pipeline Natural Gas
MI,10745,009,2024-07-15,12,1,96,Pipeline Natural Gas
MI,10745,009,2024-07-15,13,1,95,Pipeline Natural Gas
MI,10745,009,2024-07-15,14,0.99,95,Pipeline Natural Gas
MI,10745,009,2024-07-15,15,1,95,Pipeline Natural Gas
MI,10745,009,2024-07-15,16,1,95,Pipeline Natural Gas
MI,10745,009,2024-07-15,17,1,95,Pipeline Natural Gas
MI,10745,009,2024-07-15,18,1,95,Pipeline Natural Gas
MI,10745,009,2024-07-15,19,1,95,Pipeline Natural Gas
MI,10745,009,2024-07-15,20,1,95,Pipeline Natural Gas
MI,10745,009,2024-07-15,21,1,95,Pipeline Natural Gas
MI,10745,009,2024-07-15,22,1,95,Pipeline Natural Gas
MI,10745,009,2024-07-15,23,1,95,Pipeline Natural Gas
MI,10745,010,2024-07-15,0,1,93,Pipeline Natural Gas
MI,10745,010,2024-07-15,1,1,93,Pipeline Natural Gas
MI,10745,010,2024-07-15,2,1,92,Pipeline Natural Gas
MI,10745,010,2024-07-15,3,1,84,Pipeline Natural Gas
MI,10745,010,2024-07-15,4,1,92,Pipeline Natural Gas
MI,10745,010,2024-07-15,5,1,93,Pipeline Natural Gas
MI,10745,010,2024-07-15,6,1,94,Pipeline Natural Gas
MI,10745,010,2024-07-15,7,1,94,Pipeline Natural Gas
MI,10745,010,2024-07-15,8,1,94,Pipeline Natural Gas
MI,10745,010,2024-07-15,9,1,94,Pipeline Natural Gas
MI,10745,010,2024-07-15,10,1,93,Pipeline Natural Gas
MI,10745,010,2024-07-15,11,1,93,Pipeline Natural Gas
MI,10745,010,2024-07-15,12,1,92,Pipeline Natural Gas
MI,10745,010,2024-07-15,13,1,92,Pipeline Natural Gas
MI,10745,010,2024-07-15,14,0.99,91,Pipeline Natural Gas
MI,10745,010,2024-07-15,15,1,91,Pipeline Natural Gas
MI,10745,010,2024-07-15,16,1,91,Pipeline Natural Gas
MI,10745,010,2024-07-15,17,1,91,Pipeline Natural Gas
MI,10745,010,2024-07-15,18,1,91,Pipeline Natural Gas
MI,10745,010,2024-07-15,19,1,91,Pipeline Natural Gas
MI,10745,010,2024-07-15,20,1,92,Pipeline Natural Gas
MI,10745,010,2024-07-15,21,1,91,Pipeline Natural Gas
MI,10745,010,2024-07-15,22,1,91,Pipeline Natural Gas
MI,10745,010,2024-07-15,23,1,92,Pipeline Natural Gas
MI,10745,011,2024-07-15,0,1,90,Pipeline Natural Gas
MI,10745,011,2024-07-15,1,1,91,Pipeline Natural Gas
MI,10745,011,2024-07-15,2,1,89,Pipeline Natural Gas
MI,10745,011,2024-07-15,3,1,83,Pipeline Natural Gas
MI,10745,011,2024-07-15,4,1,89,Pipeline Natural Gas
MI,10745,011,2024-07-15,5,1,90,Pipeline Natural Gas
MI,10745,011,2024-07-15,6,1,91,Pipeline Natural Gas
MI,10745,011,2024-07-15,7,1,91,Pipeline Natural Gas
MI,10745,011,2024-07-15,8,1,91,Pipeline Natural Gas
MI,10745,011,2024-07-15,9,1,91,Pipeline Natural Gas
MI,10745,011,2024-07-15,10,1,90,Pipeline Natural Gas
MI,10745,011,2024-07-15,11,1,90,Pipeline Natural Gas
MI,10745,011,2024-07-15,12,1,89,Pipeline Natural Gas
MI,10745,011,2024-07-15,13,1,89,Pipeline Natural Gas
MI,10745,011,2024-07-15,14,1,89,Pipeline Natural Gas
MI,10745,011,2024-07-15,15,1,89,Pipeline Natural Gas
MI,10745,011,2024-07-15,16,1,88,Pipeline Natural Gas
MI,10745,011,2024-07-15,17,1,88,Pipeline Natural Gas
MI,10745,011,2024-07-15,18,1,88,Pipeline Natural Gas
MI,10745,011,2024-07-15,19,1,89,Pipeline Natural Gas
MI,10745,011,2024-07-15,20,1,89,Pipeline Natural Gas
MI,10745,011,2024-07-15,21,1,89,Pipeline Natural Gas
MI,10745,011,2024-07-15,22,1,89,Pipeline Natural Gas
MI,10745,011,2024-07-15,23,1,89,Pipeline Natural Gas
MI,10745,012,2024-07-15,0,1,78,Pipeline Natural Gas
MI,10745,012,2024-07-15,1,1,78,Pipeline Natural Gas
MI,10745,012,2024-07-15,2,1,78,Pipeline Natural Gas
MI,10745,012,2024-07-15,3,1,78,Pipeline Natural Gas
MI,10745,012,2024-07-15,4,1,78,Pipeline Natural Gas
MI,10745,012,2024-07-15,5,1,78,Pipeline Natural Gas
MI,10745,012,2024-07-15,6,1,78,Pipeline Natural Gas
MI,10745,012,2024-07-15,7,1,79,Pipeline Natural Gas
MI,10745,012,2024-07-15,8,1,79,Pipeline Natural Gas
MI,10745,012,2024-07-15,9,1,79,Pipeline Natural Gas
MI,10745,012,2024-07-15,10,1,78,Pipeline Natural Gas
MI,10745,012,2024-07-15,11,1,78,Pipeline Natural Gas
MI,10745,012,2024-07-15,12,1,78,Pipeline Natural Gas
MI,10745,012,2024-07-15,13,1,77,Pipeline Natural Gas
MI,10745,012,2024-07-15,14,1,77,Pipeline Natural Gas
MI,10745,012,2024-07-15,15,1,76,Pipeline Natural Gas
MI,10745,012,2024-07-15,16,1,76,Pipeline Natural Gas
MI,10745,012,2024-07-15,17,1,76,Pipeline Natural Gas
MI,10745,012,2024-07-15,18,1,76,Pipeline Natural Gas
MI,10745,012,2024-07-15,19,1,76,Pipeline Natural Gas
MI,10745,012,2024-07-15,20,1,76,Pipeline Natural Gas
MI,10745,012,2024-07-15,21,1,76,Pipeline Natural Gas
MI,10745,012,2024-07-15,22,1,77,Pipeline Natural Gas
MI,10745,012,2024-07-15,23,1,77,Pipeline Natural Gas
MI,10745,013,2024-07-15,0,1,95,Pipeline Natural Gas
MI,10745,013,2024-07-15,1,1,95,Pipeline Natural Gas
MI,10745,013,2024-07-15,2,1,95,Pipeline Natural Gas
MI,10745,013,2024-07-15,3,1,95,Pipeline Natural Gas
MI,10745,013,2024-07-15,4,1,95,Pipeline Natural Gas
MI,10745,013,2024-07-15,5,1,95,Pipeline Natural Gas
MI,10745,013,2024-07-15,6,1,95,Pipeline Natural Gas
MI,10745,013,2024-07-15,7,1,96,Pipeline Natural Gas
MI,10745,013,2024-07-15,8,1,96,Pipeline Natural Gas
MI,10745,013,2024-07-15,9,1,96,Pipeline Natural Gas
MI,10745,013,2024-07-15,10,1,95,Pipeline Natural Gas
MI,10745,013,2024-07-15,11,1,95,Pipeline Natural Gas
MI,10745,013,2024-07-15,12,1,94,Pipeline Natural Gas
MI,10745,013,2024-07-15,13,1,94,Pipeline Natural Gas
MI,10745,013,2024-07-15,14,1,94,Pipeline Natural Gas
MI,10745,013,2024-07-15,15,1,94,Pipeline Natural Gas
MI,10745,013,2024-07-15,16,1,93,Pipeline Natural Gas
MI,10745,013,2024-07-15,17,1,93,Pipeline Natural Gas
MI,10745,013,2024-07-15,18,1,93,Pipeline Natural Gas
MI,10745,013,2024-07-15,19,1,93,Pipeline Natural Gas
MI,10745,013,2024-07-15,20,1,93,Pipeline Natural Gas
MI,10745,013,2024-07-15,21,1,93,Pipeline Natural Gas
MI,10745,013,2024-07-15,22,1,94,Pipeline Natural Gas
MI,10745,013,2024-07-15,23,1,94,Pipeline Natural Gas
MI,10745,014,2024-07-15,0,1,100,Pipeline Natural Gas
MI,10745,014,2024-07-15,1,1,100,Pipeline Natural Gas
MI,10745,014,2024-07-15,2,1,95,Pipeline Natural Gas
MI,10745,014,2024-07-15,3,1,84,Pipeline Natural Gas
MI,10745,014,2024-07-15,4,1,97,Pipeline Natural Gas
MI,10745,014,2024-07-15,5,1,100,Pipeline Natural Gas
MI,10745,014,2024-07-15,6,1,100,Pipeline Natural Gas
